"Plot Title: 20137185"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20137185, SEN S/N: 20137185)","Coupler Attached (LGR S/N: 20137185, SEN S/N: 20137185)","Host Connected (LGR S/N: 20137185, SEN S/N: 20137185)","End Of File (LGR S/N: 20137185, SEN S/N: 20137185)"
1,05/17/17 11:00:00 AM,18.711,,,
2,05/17/17 11:15:00 AM,18.616,,,
3,05/17/17 11:30:00 AM,18.236,,,
4,05/17/17 11:45:00 AM,18.140,,,
5,05/17/17 12:00:00 PM,18.140,,,
6,05/17/17 12:15:00 PM,18.236,,,
7,05/17/17 12:30:00 PM,18.331,,,
8,05/17/17 12:45:00 PM,18.521,,,
9,05/17/17 01:00:00 PM,18.616,,,
10,05/17/17 01:15:00 PM,18.711,,,
11,05/17/17 01:30:00 PM,18.901,,,
12,05/17/17 01:45:00 PM,19.092,,,
13,05/17/17 02:00:00 PM,19.282,,,
14,05/17/17 02:15:00 PM,19.377,,,
15,05/17/17 02:30:00 PM,19.472,,,
16,05/17/17 02:45:00 PM,19.567,,,
17,05/17/17 03:00:00 PM,19.758,,,
18,05/17/17 03:15:00 PM,17.665,,,
19,05/17/17 03:30:00 PM,16.427,,,
20,05/17/17 03:45:00 PM,16.523,,,
21,05/17/17 04:00:00 PM,16.618,,,
22,05/17/17 04:15:00 PM,16.618,,,
23,05/17/17 04:30:00 PM,16.713,,,
24,05/17/17 04:45:00 PM,16.808,,,
25,05/17/17 05:00:00 PM,16.903,,,
26,05/17/17 05:15:00 PM,16.903,,,
27,05/17/17 05:30:00 PM,18.901,,,
28,05/17/17 05:45:00 PM,18.806,,,
29,05/17/17 06:00:00 PM,18.711,,,
30,05/17/17 06:15:00 PM,18.616,,,
31,05/17/17 06:30:00 PM,18.616,,,
32,05/17/17 06:45:00 PM,18.616,,,
33,05/17/17 07:00:00 PM,18.521,,,
34,05/17/17 07:15:00 PM,18.521,,,
35,05/17/17 07:30:00 PM,18.521,,,
36,05/17/17 07:45:00 PM,18.521,,,
37,05/17/17 08:00:00 PM,18.426,,,
38,05/17/17 08:15:00 PM,18.426,,,
39,05/17/17 08:30:00 PM,18.426,,,
40,05/17/17 08:45:00 PM,18.426,,,
41,05/17/17 09:00:00 PM,18.331,,,
42,05/17/17 09:15:00 PM,18.331,,,
43,05/17/17 09:30:00 PM,18.331,,,
44,05/17/17 09:45:00 PM,18.331,,,
45,05/17/17 10:00:00 PM,18.331,,,
46,05/17/17 10:15:00 PM,18.236,,,
47,05/17/17 10:30:00 PM,18.236,,,
48,05/17/17 10:45:00 PM,18.236,,,
49,05/17/17 11:00:00 PM,18.236,,,
50,05/17/17 11:15:00 PM,18.236,,,
51,05/17/17 11:30:00 PM,18.140,,,
52,05/17/17 11:45:00 PM,18.140,,,
53,05/18/17 12:00:00 AM,18.140,,,
54,05/18/17 12:15:00 AM,18.140,,,
55,05/18/17 12:30:00 AM,18.140,,,
56,05/18/17 12:45:00 AM,18.045,,,
57,05/18/17 01:00:00 AM,18.045,,,
58,05/18/17 01:15:00 AM,18.045,,,
59,05/18/17 01:30:00 AM,18.045,,,
60,05/18/17 01:45:00 AM,18.045,,,
61,05/18/17 02:00:00 AM,18.045,,,
62,05/18/17 02:15:00 AM,17.950,,,
63,05/18/17 02:30:00 AM,17.950,,,
64,05/18/17 02:45:00 AM,17.950,,,
65,05/18/17 03:00:00 AM,17.950,,,
66,05/18/17 03:15:00 AM,17.950,,,
67,05/18/17 03:30:00 AM,17.855,,,
68,05/18/17 03:45:00 AM,17.855,,,
69,05/18/17 04:00:00 AM,17.855,,,
70,05/18/17 04:15:00 AM,17.855,,,
71,05/18/17 04:30:00 AM,17.855,,,
72,05/18/17 04:45:00 AM,17.760,,,
73,05/18/17 05:00:00 AM,17.760,,,
74,05/18/17 05:15:00 AM,17.760,,,
75,05/18/17 05:30:00 AM,17.760,,,
76,05/18/17 05:45:00 AM,17.760,,,
77,05/18/17 06:00:00 AM,17.760,,,
78,05/18/17 06:15:00 AM,17.760,,,
79,05/18/17 06:30:00 AM,17.760,,,
80,05/18/17 06:45:00 AM,17.665,,,
81,05/18/17 07:00:00 AM,17.665,,,
82,05/18/17 07:15:00 AM,17.665,,,
83,05/18/17 07:30:00 AM,17.665,,,
84,05/18/17 07:45:00 AM,17.665,,,
85,05/18/17 08:00:00 AM,17.665,,,
86,05/18/17 08:15:00 AM,17.665,,,
87,05/18/17 08:30:00 AM,17.665,,,
88,05/18/17 08:45:00 AM,17.665,,,
89,05/18/17 09:00:00 AM,17.665,,,
90,05/18/17 09:15:00 AM,17.665,,,
91,05/18/17 09:30:00 AM,17.665,,,
92,05/18/17 09:45:00 AM,17.665,,,
93,05/18/17 10:00:00 AM,17.665,,,
94,05/18/17 10:15:00 AM,17.760,,,
95,05/18/17 10:30:00 AM,17.760,,,
96,05/18/17 10:45:00 AM,17.760,,,
97,05/18/17 11:00:00 AM,17.760,,,
98,05/18/17 11:15:00 AM,17.760,,,
99,05/18/17 11:30:00 AM,17.760,,,
100,05/18/17 11:45:00 AM,17.855,,,
101,05/18/17 12:00:00 PM,17.855,,,
102,05/18/17 12:15:00 PM,17.855,,,
103,05/18/17 12:30:00 PM,17.855,,,
